step,left_pos_err_m,left_rot_err_deg,right_pos_err_m,right_rot_err_deg,left_joint_track_err,right_joint_track_err,left_near_limit_ratio,right_near_limit_ratio
43,0.04054453803411465,114.1364287457041,0.13412385118071865,91.40987495778921,0.11427829414606094,0.5720852613449097,0.1428571492433548,0.1428571492433548
44,0.04656429976040219,113.45753603681857,0.1269886534807716,84.39042713533729,0.1204255223274231,0.29324185848236084,0.1428571492433548,0.1428571492433548
45,0.05083096640908723,114.8382853098194,0.12063167115850301,85.3114440898892,0.10352153331041336,0.6233229637145996,0.1428571492433548,0.1428571492433548
46,0.057629088004118104,114.36179593022202,0.11085675093990627,77.22881296058127,0.11275430023670197,0.31802165508270264,0.1428571492433548,0.1428571492433548
47,0.059168952163837045,115.93282546524959,0.1038125166254977,78.60836832779265,0.08948462456464767,0.6664764285087585,0.1428571492433548,0.1428571492433548
48,0.059524303603262795,114.92046023587656,0.0940022587022374,72.57956814926729,0.10526127368211746,0.34776121377944946,0.1428571492433548,0.1428571492433548
49,0.05606074760099416,116.70484872261854,0.08968723316461671,75.41852204692987,0.09257431328296661,0.7021141648292542,0.1428571492433548,0.1428571492433548
50,0.05143814190572195,116.42594528947224,0.08610086105750735,73.56325638129738,0.10121331363916397,0.4132518172264099,0.1428571492433548,0.1428571492433548
51,0.04392866416071041,119.98641916803334,0.0887015175784802,74.49623669158841,0.08401946723461151,0.7165480256080627,0.1428571492433548,0.1428571492433548
52,0.039125263120826315,120.61836669791685,0.08908764382736081,68.6595525942765,0.08902104943990707,0.334987998008728,0.1428571492433548,0.1428571492433548
53,0.033291244635672755,123.69215690146906,0.0950438310565322,71.21158502542956,0.08064694702625275,0.6952320337295532,0.1428571492433548,0.1428571492433548
54,0.03143353159721358,123.6710149580988,0.09464493530873617,65.95190193086178,0.09013717621564865,0.3201558291912079,0.1428571492433548,0.1428571492433548
55,0.027680816846509696,126.66148489467963,0.09801104411103101,67.81938950324226,0.0865188017487526,0.6759758591651917,0.1428571492433548,0.1428571492433548
56,0.02975572240498867,125.18743199470394,0.09665959614639655,63.6247165255704,0.09999997913837433,0.3012540936470032,0.1428571492433548,0.1428571492433548
57,0.029778252443624663,127.54701051035141,0.09867179381403364,68.1126470186622,0.09599220007658005,0.6888266801834106,0.1428571492433548,0.1428571492433548
58,0.03364716409532687,126.26711798175585,0.09561881498102874,63.31972829104692,0.11123505979776382,0.2867705523967743,0.1428571492433548,0.1428571492433548
59,0.034451791867539286,129.0503259310662,0.09475130511074281,66.88802736517864,0.09793850779533386,0.721343457698822,0.1428571492433548,0.1428571492433548
60,0.04088800614064474,126.93856435097517,0.08828132350765361,64.76914396984854,0.11447319388389587,0.2736132740974426,0.1428571492433548,0.1428571492433548
61,0.04310765875559666,129.5675730970945,0.088418038793936,70.09693126655239,0.09917639195919037,0.7780153155326843,0.1428571492433548,0.1428571492433548
62,0.0497518306034052,128.12442358117758,0.0820724902671203,67.37025024150289,0.12208904325962067,0.2664428651332855,0.1428571492433548,0.1428571492433548
63,0.05428055424809143,131.9928176431995,0.08106910936052328,69.7353986617225,0.11226712167263031,0.8143863081932068,0.1428571492433548,0.1428571492433548
64,0.06449030464640343,130.8311814544503,0.07723514561381499,67.18231894929161,0.13754090666770935,0.25724712014198303,0.1428571492433548,0.1428571492433548
65,0.07224332179899673,135.4016616877177,0.0760518863480929,72.3020862657767,0.12738773226737976,0.8565388321876526,0.1428571492433548,0.1428571492433548
66,0.08306106265224583,133.3158339173704,0.0723540428663095,72.01105376831629,0.15187834203243256,0.24319426715373993,0.1428571492433548,0.1428571492433548
67,0.08910073169346257,137.44277157399588,0.07025002778044981,73.91205892690651,0.13690847158432007,0.8529313802719116,0.1428571492433548,0.1428571492433548
68,0.0955463659367245,134.4109985833908,0.06889838948592199,72.18368708999776,0.1716662347316742,0.21301189064979553,0.1428571492433548,0.1428571492433548
69,0.0972249442598686,138.89884308698268,0.07067962876895405,74.80951910934465,0.15330618619918823,0.8235097527503967,0.1428571492433548,0.1428571492433548
70,0.1006909517657028,135.53841188585858,0.07098513042326778,74.87004326091181,0.18263283371925354,0.176626518368721,0.1428571492433548,0.1428571492433548
71,0.09919324505316687,140.1423384351534,0.07423022371972432,78.22982562209508,0.1538015902042389,0.7538264393806458,0.1428571492433548,0.1428571492433548
72,0.10167841768097761,136.32413647824984,0.07379342104251949,82.87254895958988,0.18214693665504456,0.12778215110301971,0.1428571492433548,0.1428571492433548
73,0.10139852864256743,139.85233448435844,0.07538411705770097,91.7636719438928,0.14758515357971191,0.6449176669120789,0.1428571492433548,0.1428571492433548
74,0.10280414991354571,135.97921494766067,0.07050812981306959,96.2900175279051,0.17779439687728882,0.09064894169569016,0.1428571492433548,0.1428571492433548
75,0.10168203673549225,140.33863489816184,0.06364628530257613,99.48787258692549,0.14858920872211456,0.5484856367111206,0.1428571492433548,0.1428571492433548
76,0.10354892548946297,136.70073824920973,0.05711002408452691,101.67603413538671,0.18275614082813263,0.08659003674983978,0.1428571492433548,0.2857142984867096
77,0.1025940014384593,141.30764720261055,0.05232509151365681,103.57017978533666,0.16099201142787933,0.5304740071296692,0.1428571492433548,0.2857142984867096
78,0.10278220499954728,137.4823427114701,0.04846963369362044,104.77534606627444,0.20326648652553558,0.08904775977134705,0.1428571492433548,0.2857142984867096
79,0.10176754360588805,142.45042306372127,0.04675313745372702,105.02018599193849,0.17526821792125702,0.4923715889453888,0.1428571492433548,0.2857142984867096
80,0.10300060664089532,139.0407668559837,0.049261261663925804,103.38089049744407,0.2136610895395279,0.09256628900766373,0.1428571492433548,0.2857142984867096
81,0.10294389285482312,144.01105945913503,0.05018219833599877,104.76509049599694,0.18424676358699799,0.47813349962234497,0.1428571492433548,0.2857142984867096
82,0.10254788007054941,139.28456145726676,0.056174935251774694,104.23654120875526,0.22110307216644287,0.0990719124674797,0.1428571492433548,0.2857142984867096
83,0.10168047348091688,144.2857413530552,0.05611781292076959,104.24169336860007,0.18494531512260437,0.4716320037841797,0.1428571492433548,0.2857142984867096
84,0.10294316405582,139.81373111882752,0.05926227192194159,102.02624764251205,0.23148198425769806,0.09585429728031158,0.1428571492433548,0.2857142984867096
85,0.1035429522514173,145.64783371903013,0.058956878041680934,102.291985678206,0.18490949273109436,0.43713879585266113,0.1428571492433548,0.2857142984867096
86,0.10488857381348567,141.70237267142173,0.06203626183797061,99.94719961026618,0.22606535255908966,0.09307389706373215,0.1428571492433548,0.2857142984867096
87,0.1052408870781717,147.21093388601352,0.06192113351744748,101.49505722575147,0.17156675457954407,0.43807971477508545,0.1428571492433548,0.2857142984867096
88,0.1086961250929428,143.5272691626593,0.06323153028281676,101.18454181437843,0.21643050014972687,0.09918563812971115,0.1428571492433548,0.2857142984867096
89,0.1091059251688926,148.3929743813842,0.061726279039572,102.96461068933405,0.16732162237167358,0.4653220474720001,0.1428571492433548,0.2857142984867096
90,0.11196049532316049,143.94770374911056,0.06380203903645632,102.10903150947028,0.22023695707321167,0.11017248034477234,0.1428571492433548,0.2857142984867096
91,0.11192830395375288,148.76415852714655,0.06214225950102423,103.05544661065883,0.16714154183864594,0.5177592635154724,0.1428571492433548,0.2857142984867096
92,0.11333245472682286,144.4882355994276,0.06263170708480284,100.99063770834005,0.22295114398002625,0.11997733265161514,0.1428571492433548,0.2857142984867096
93,0.11253111526765375,149.23730515927065,0.06179447986801538,102.22620492381988,0.16778439283370972,0.5574989914894104,0.1428571492433548,0.2857142984867096
94,0.11311605346902606,144.87279474098045,0.062154747341594006,102.00733346123303,0.22923852503299713,0.12638072669506073,0.1428571492433548,0.2857142984867096
95,0.11270451520423062,149.50073587309797,0.06281444941322983,103.7258807813346,0.1738651841878891,0.6017144918441772,0.1428571492433548,0.2857142984867096
96,0.11373194545965506,144.2697950629388,0.06547699746266569,103.81357146978752,0.24095799028873444,0.13987302780151367,0.1428571492433548,0.2857142984867096
97,0.11350097683896687,148.8670456784538,0.06254795899300158,104.68204346367024,0.18441003561019897,0.6333712339401245,0.1428571492433548,0.2857142984867096
98,0.11388102199866666,143.17583203628683,0.06269777100331872,104.50284799365389,0.2546854019165039,0.14175468683242798,0.1428571492433548,0.2857142984867096
99,0.1141921162482307,148.39423522824154,0.06091481433824889,104.7082327638062,0.19493956863880157,0.6558557748794556,0.1428571492433548,0.2857142984867096
100,0.116276376002357,143.1467860492857,0.0597307655752525,104.35512556903817,0.27118244767189026,0.14379048347473145,0.1428571492433548,0.2857142984867096
101,0.11644616672385519,148.66792421270387,0.05777097248329942,105.98418827778042,0.2065419852733612,0.6651434302330017,0.1428571492433548,0.2857142984867096
102,0.11769709465375976,143.21215928726343,0.05720877104758534,106.60285083494954,0.29061052203178406,0.14263710379600525,0.1428571492433548,0.2857142984867096
103,0.11914310486379477,148.58309817775202,0.05714244406434902,108.14849465195124,0.2123839110136032,0.6750193238258362,0.1428571492433548,0.2857142984867096
104,0.12012367667431455,142.475707959559,0.056616096295468286,85.41015357647751,0.30075713992118835,0.14120599627494812,0.1428571492433548,0.2857142984867096
105,0.12109897693235257,147.52914463881504,0.05691057653491945,114.30813780276029,0.2161567509174347,0.6657938361167908,0.1428571492433548,0.2857142984867096
106,0.12133372915909531,141.31619117107277,0.056700876482680004,116.99515267672048,0.30584752559661865,0.1365341991186142,0.1428571492433548,0.2857142984867096
107,0.12174058513474811,145.7414421875994,0.05831797515841724,115.97370382273016,0.21084779500961304,0.6540194749832153,0.1428571492433548,0.2857142984867096
108,0.1221046824860876,139.86914320939147,0.058887369615171846,116.57494710514032,0.3057079017162323,0.1348169445991516,0.1428571492433548,0.2857142984867096
109,0.12180974834816952,143.32660637373567,0.060469095117478264,115.23646742995439,0.20501171052455902,0.6391792297363281,0.1428571492433548,0.2857142984867096
110,0.12245540300970961,136.964912806904,0.059871045831020514,114.15150075320832,0.3009257912635803,0.1325957179069519,0.1428571492433548,0.2857142984867096
111,0.12316756785365203,140.70891911273415,0.06158997794569823,113.37907552694548,0.20004607737064362,0.6323453783988953,0.1428571492433548,0.2857142984867096
112,0.1250207753356335,134.07589328481663,0.06003774129412155,115.60952322576189,0.3081912100315094,0.13238830864429474,0.1428571492433548,0.2857142984867096
113,0.12442062570921318,137.83254369928005,0.0618471206423599,117.48966339702221,0.20355874300003052,0.6143447756767273,0.1428571492433548,0.2857142984867096
114,0.1252494090613361,132.18595818505074,0.058514092728721476,119.6122446133572,0.32430732250213623,0.12579002976417542,0.1428571492433548,0.2857142984867096
115,0.12433523770573517,136.9861739358888,0.05867156500031455,120.97769402768644,0.21533018350601196,0.5605020523071289,0.1428571492433548,0.2857142984867096
116,0.12424941565981698,131.6480364387929,0.05492584228213063,91.1859318057675,0.34228068590164185,0.11598359048366547,0.1428571492433548,0.2857142984867096
117,0.12297050444352367,136.34489941216646,0.05458698453670161,117.81719659638024,0.21820716559886932,0.5124685764312744,0.1428571492433548,0.2857142984867096
118,0.12319757061090197,130.36073589157826,0.05065172024075411,83.65924132486765,0.34659168124198914,0.11087504029273987,0.1428571492433548,0.2857142984867096
119,0.12165360974405863,135.64894494759596,0.05002298946149219,117.09680077422689,0.2105742245912552,0.4830895960330963,0.1428571492433548,0.2857142984867096
120,0.1219259518220427,131.1172789683414,0.046990284800852086,111.44368593573276,0.3416333496570587,0.11142143607139587,0.1428571492433548,0.2857142984867096
121,0.12047994493598888,136.4243663352402,0.045550755406206477,104.5788020748195,0.2029707133769989,0.48161402344703674,0.1428571492433548,0.2857142984867096
122,0.12139970532888661,132.67061035738837,0.04268145307079741,95.96117987515252,0.3412569761276245,0.1109243705868721,0.1428571492433548,0.2857142984867096
123,0.12009004051536062,139.39825500960865,0.04234413421990234,95.58807403276131,0.19787642359733582,0.47932639718055725,0.1428571492433548,0.2857142984867096
124,0.12000654847571997,135.74514264721037,0.042237678299732836,91.79824233049817,0.3402087390422821,0.11388084292411804,0.1428571492433548,0.2857142984867096
125,0.11837501732105395,142.04791971605533,0.04305522957673444,92.36411709561267,0.19745369255542755,0.479547381401062,0.1428571492433548,0.2857142984867096
126,0.11852873338689467,137.6113540080814,0.04543987633267912,98.38256245433581,0.3535699248313904,0.11703553050756454,0.1428571492433548,0.2857142984867096
127,0.11599609585417878,144.05984122558957,0.047068890750932804,93.14272053814666,0.19729815423488617,0.483460932970047,0.1428571492433548,0.2857142984867096
128,0.11571278461243627,140.0689661220575,0.050937684216867375,90.87976346927788,0.35917699337005615,0.1225031390786171,0.2857142984867096,0.2857142984867096
129,0.11380770325361395,145.79353018700795,0.05261670765676254,94.2297608355139,0.195272758603096,0.49493807554244995,0.1428571492433548,0.2857142984867096
130,0.11384457926786326,140.713147425793,0.05554324434199487,92.12105107535074,0.35834866762161255,0.12542590498924255,0.2857142984867096,0.2857142984867096
131,0.11141309400692999,146.46599920317007,0.05564251612123733,88.79071810322962,0.18764585256576538,0.4977511465549469,0.1428571492433548,0.2857142984867096
132,0.11168970308835205,142.03740828744884,0.05713360060520053,84.94211293850279,0.3518553674221039,0.12034714221954346,0.2857142984867096,0.2857142984867096
133,0.10916723673206594,147.96676676180653,0.05570209217071467,85.2983456305952,0.17603203654289246,0.46773162484169006,0.1428571492433548,0.2857142984867096
134,0.1100172228188804,144.1808301567706,0.057355379847755496,80.22306500441276,0.3481091856956482,0.1106170192360878,0.2857142984867096,0.2857142984867096
135,0.10773539338969784,150.51319174473906,0.05595038604058243,77.84022745608713,0.17519506812095642,0.4348497986793518,0.1428571492433548,0.2857142984867096
136,0.10870224494409951,146.18486783656385,0.05731975949475293,76.17885035236462,0.35934051871299744,0.10431002825498581,0.2857142984867096,0.2857142984867096
137,0.10755199374342647,151.23047426861748,0.05678388016284849,73.70347401264405,0.1788771003484726,0.4218519926071167,0.1428571492433548,0.2857142984867096
138,0.10899453364806111,146.75646572163873,0.056996989795787906,73.19577992074771,0.3733731508255005,0.1023549735546112,0.2857142984867096,0.2857142984867096
139,0.10813577776642179,151.6089707978868,0.055977912167998904,72.88696788774892,0.1788024604320526,0.41931870579719543,0.1428571492433548,0.2857142984867096
140,0.11030618984171651,147.169884352354,0.055159227089342275,73.70789502601501,0.37962061166763306,0.10513462871313095,0.2857142984867096,0.2857142984867096
141,0.10965178525371902,151.27578556297263,0.05324822293941053,53.84635533524274,0.17458286881446838,0.43422821164131165,0.1428571492433548,0.2857142984867096
142,0.11091716879189821,145.65028536171215,0.05194917597861448,66.47292156414413,0.3773499131202698,0.11032631248235703,0.2857142984867096,0.2857142984867096
143,0.10992262037118283,150.36806247448544,0.04976506553876468,104.95750845464951,0.16864314675331116,0.4490572214126587,0.2857142984867096,0.2857142984867096
144,0.1117054196532681,145.17371166856742,0.04903671948437223,102.63571992108832,0.37979596853256226,0.11479252576828003,0.2857142984867096,0.2857142984867096
145,0.11017162086908996,149.5963138482839,0.04679528561287533,102.98351809143776,0.16274896264076233,0.4603859782218933,0.2857142984867096,0.2857142984867096
146,0.11251063713520316,144.7302000278416,0.04606403624882762,101.1483024967245,0.3805876672267914,0.11777797341346741,0.2857142984867096,0.2857142984867096
147,0.11097458841034226,149.2979888707314,0.044507082046889496,101.75630422865953,0.15663713216781616,0.47154849767684937,0.2857142984867096,0.2857142984867096
148,0.11237906652096046,143.6659425813656,0.04355373256532442,108.35788567649236,0.3670556843280792,0.11762817949056625,0.2857142984867096,0.2857142984867096
149,0.10896562330460285,147.64331750242454,0.04227300226583917,106.55994163569683,0.14423823356628418,0.4663975238800049,0.2857142984867096,0.2857142984867096
150,0.10774904658393297,141.60778997361666,0.04274575641556068,107.51249309171271,0.35181719064712524,0.11809331923723221,0.2857142984867096,0.2857142984867096
151,0.10317904514212829,146.36487841413452,0.04432841477396386,105.86421377921025,0.1423334926366806,0.4993009865283966,0.2857142984867096,0.2857142984867096
152,0.10107948888750651,140.64151663256428,0.04504869874621683,106.74592893812151,0.3533734679222107,0.1271115243434906,0.2857142984867096,0.2857142984867096
153,0.09545515940776604,145.3524837924599,0.04595694224621002,104.48360763737237,0.13970167934894562,0.5178936123847961,0.2857142984867096,0.2857142984867096
154,0.09330310044083416,140.25276956291026,0.04645067920950361,103.92319021356964,0.3516010046005249,0.13114367425441742,0.2857142984867096,0.2857142984867096
155,0.08840545238715956,145.5056306061966,0.047047054180687976,99.61410576172662,0.13911135494709015,0.5354275107383728,0.2857142984867096,0.2857142984867096
156,0.08778708107503942,141.34389567863298,0.048266167560304774,97.0040169088249,0.35467708110809326,0.1362290382385254,0.2857142984867096,0.2857142984867096
157,0.08393160416525783,145.9907272146173,0.05057360854954714,96.47915157810992,0.1364542692899704,0.5782352685928345,0.2857142984867096,0.2857142984867096
158,0.08505174456070705,141.30005326600494,0.051617017655569836,95.85894014385939,0.35250261425971985,0.1451224833726883,0.2857142984867096,0.2857142984867096
159,0.0824255169120468,145.9988408184535,0.052845359890925744,95.53184897969204,0.1313314288854599,0.6017420887947083,0.2857142984867096,0.2857142984867096
160,0.08379951502904115,141.42306508055407,0.05287162167024412,95.84084983481567,0.34406378865242004,0.14743375778198242,0.2857142984867096,0.2857142984867096
161,0.08150045150015842,145.88297817798207,0.0532680534782145,95.84118241224657,0.12669503688812256,0.6152223944664001,0.2857142984867096,0.2857142984867096
162,0.08327520259902228,140.95984572672617,0.05278481461173829,97.96434239388124,0.3400253653526306,0.1465611457824707,0.2857142984867096,0.2857142984867096
163,0.08186251302276615,145.75332626483996,0.05277745917054474,99.017250528962,0.12271059304475784,0.6158450245857239,0.2857142984867096,0.2857142984867096
164,0.08358841845702433,140.20488498120272,0.05202554470789142,100.19051767817717,0.3363112211227417,0.1427573412656784,0.2857142984867096,0.2857142984867096
165,0.0822597551096162,145.31198824423913,0.052035448345976565,100.08954189759687,0.12319113314151764,0.6106671690940857,0.2857142984867096,0.2857142984867096
166,0.08320204306523314,139.83275405117425,0.0516066269436632,101.01529090327953,0.3472216725349426,0.1384650468826294,0.2857142984867096,0.2857142984867096
167,0.08120350883892723,145.53887331949136,0.05215676791804239,98.85369978555562,0.12737058103084564,0.6019687652587891,0.2857142984867096,0.2857142984867096
168,0.08257967361320007,140.71994300422122,0.05295352051536906,98.82885686500222,0.3556215465068817,0.1374320536851883,0.2857142984867096,0.2857142984867096
169,0.08081280686009723,145.74902770139616,0.053167017642011795,97.74144417091087,0.12647049129009247,0.5923322439193726,0.2857142984867096,0.2857142984867096
170,0.08305829165891879,140.63491563533566,0.05427136807353175,99.05432115058696,0.3593386113643646,0.1331748217344284,0.2857142984867096,0.2857142984867096
171,0.08151135864825265,145.32277318210092,0.05491932123207755,98.43973239703413,0.12612327933311462,0.5802944898605347,0.2857142984867096,0.2857142984867096
172,0.0833382960732681,140.6397402680847,0.05596020623356753,98.30086796104753,0.36276447772979736,0.12840813398361206,0.2857142984867096,0.2857142984867096
173,0.08212055938236583,145.246618379956,0.05645180971453882,97.6383275341124,0.12598569691181183,0.5552244186401367,0.2857142984867096,0.2857142984867096
174,0.08472069046563363,140.31213712331405,0.05762808679538851,98.56973145736117,0.37030455470085144,0.12158753722906113,0.2857142984867096,0.2857142984867096
175,0.08398803470811525,144.7059479005043,0.059123930729982344,97.4686746279337,0.1277816891670227,0.5381830334663391,0.2857142984867096,0.2857142984867096
176,0.08654358457867532,139.61159620701034,0.06103329573308259,95.9677151910788,0.3738346993923187,0.11991921812295914,0.2857142984867096,0.2857142984867096
177,0.08593346595558383,144.12740287474227,0.0614577406116226,94.83584473582195,0.12851019203662872,0.5248610377311707,0.2857142984867096,0.2857142984867096
178,0.08767621537455188,138.96292392921066,0.06266869632179184,97.29431765607328,0.3812022805213928,0.11733732372522354,0.2857142984867096,0.2857142984867096
179,0.08664634331866705,143.95187396207965,0.06170933047944327,94.8779319517849,0.12985873222351074,0.5053848624229431,0.2857142984867096,0.2857142984867096
180,0.08791857140529388,138.98840879577807,0.06133971097002735,89.23141995350798,0.3869684338569641,0.11268303543329239,0.2857142984867096,0.2857142984867096
181,0.08650498928038505,143.15725994752842,0.059560528562129296,93.31486531054648,0.1277354210615158,0.4836272597312927,0.2857142984867096,0.2857142984867096
182,0.08789168255892486,138.44639827887409,0.05891257071976509,77.85929050178494,0.385764479637146,0.10977941751480103,0.2857142984867096,0.2857142984867096
183,0.08558557544005724,142.1675453282336,0.057558291244541565,99.2200983922214,0.1265435516834259,0.476572185754776,0.2857142984867096,0.2857142984867096
184,0.08603614640288011,137.53821640583837,0.056094054920484436,73.91318624555815,0.3891635537147522,0.10791347175836563,0.2857142984867096,0.2857142984867096
185,0.08370687897223841,142.07040079364725,0.054774883067567406,90.68567332627362,0.12706589698791504,0.47424206137657166,0.2857142984867096,0.2857142984867096
186,0.08427840479515204,137.395429496213,0.05284422938082584,75.4138969040705,0.39665621519088745,0.10804564505815506,0.2857142984867096,0.2857142984867096
187,0.08250695204034432,141.57066773107826,0.051683598506440026,57.01577172114883,0.1316380351781845,0.4695647060871124,0.2857142984867096,0.2857142984867096
188,0.08426349735300392,136.0195648186354,0.05025827889101082,65.02750870175285,0.41309496760368347,0.10846967250108719,0.2857142984867096,0.2857142984867096
189,0.08409965245666358,140.71374690537223,0.04932789896406403,54.834325599200284,0.13478294014930725,0.47311633825302124,0.2857142984867096,0.2857142984867096
190,0.08686884907737145,135.82781500099856,0.04963508333979681,67.46564965311605,0.40961068868637085,0.11593284457921982,0.2857142984867096,0.2857142984867096
191,0.08752367414626057,141.40271334901593,0.04852306977971101,97.1188115598829,0.13128505647182465,0.5026208162307739,0.2857142984867096,0.2857142984867096
192,0.09025608700242309,136.5114149682031,0.048181626503068495,69.68610383472732,0.41202929615974426,0.12257109582424164,0.2857142984867096,0.2857142984867096
