step,left_pos_err_m,left_rot_err_deg,right_pos_err_m,right_rot_err_deg,left_joint_track_err,right_joint_track_err,left_near_limit_ratio,right_near_limit_ratio,left_near_limit_count,right_near_limit_count,left_worst_joint,left_worst_side,left_min_margin_rad,right_worst_joint,right_worst_side,right_min_margin_rad,left_joint_margin_rad_list,right_joint_margin_rad_list,ik_ignore_orientation,ik_active_arm,pushbox_guidance_enabled,pushbox_stuck,pushbox_box_goal_dist_xy,pushbox_box_move_xy_window,pushbox_guidance_xy_norm
27,0.7137714152543649,70.3721129404629,0.19683957266755328,160.65447846173225,0.00022608894505538046,0.025631863623857498,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.02101445198059082,right_arm_joint6,upper,0.00047016143798828125,0.805387;1.215141;0.021014;1.276614;0.638283;0.534307;1.619918,0.015043;1.118808;1.759092;0.328838;0.441835;0.000470;1.821732,1,right,1,0,0.53291720672254,0.047420317879301406,0.011999999999999985
28,0.7137398132995942,70.21441165488538,0.19158450668538055,162.84245640320367,0.0002263529022457078,0.029373373836278915,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.021262645721435547,right_arm_joint6,upper,0.0005078315734863281,0.805856;1.215071;0.021263;1.276602;0.637898;0.534247;1.620259,0.011859;1.154615;1.726425;0.340622;0.443896;0.000508;1.841087,1,right,1,0,0.5342894143559146,0.046138547392972185,0.012000000000000012
29,0.7136204232850883,70.04302268831344,0.18668676840627868,165.143050798856,0.00022638696827925742,0.03372710943222046,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.021511554718017578,right_arm_joint6,upper,0.0005664825439453125,0.806327;1.215001;0.021512;1.276592;0.637514;0.534187;1.620600,0.011356;1.191866;1.694514;0.356663;0.440294;0.000566;1.861957,1,right,1,0,0.5354253943655469,0.045921605362796894,0.012000000000000005
30,0.7134824988602994,69.87523089763425,0.18253780950021856,167.7030865623114,0.00022697450185660273,0.038087524473667145,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.02176046371459961,right_arm_joint6,upper,0.0005931854248046875,0.806797;1.214933;0.021760;1.276582;0.637128;0.534126;1.620944,0.010792;1.231072;1.662474;0.375612;0.431880;0.000593;1.882880,1,right,1,0,0.5361804744870423,0.04621528706365364,0.011999999999999985
31,0.7130734973892977,69.58200388034528,0.17817887803631177,170.36122627961777,0.00022759608691558242,0.04257715120911598,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.022008657455444336,right_arm_joint6,upper,0.00057220458984375,0.807267;1.214864;0.022009;1.276572;0.636741;0.534064;1.621289,0.010227;1.272383;1.629103;0.396742;0.419245;0.000572;1.902446,1,right,1,0,0.5365637667238515,0.046935003436772024,0.01200000000000002
32,0.7126164507274819,69.06349314484436,0.17323339923519984,173.2800340951357,0.00022699152759741992,0.04843095690011978,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.022258996963500977,right_arm_joint6,upper,0.0005221366882324219,0.807739;1.214795;0.022259;1.276564;0.636357;0.534006;1.621639,0.009241;1.317133;1.591096;0.419922;0.404207;0.000522;1.920042,1,right,1,0,0.5368797754730604,0.04834969272766571,0.012000000000000007
33,0.7120565571323749,68.53583826041421,0.16705828750781423,176.80945331271357,0.00022784301836509258,0.055141881108284,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.022507429122924805,right_arm_joint6,upper,0.0004668235778808594,0.808210;1.214724;0.022507;1.276551;0.635968;0.533944;1.621978,0.008540;1.365311;1.547230;0.444536;0.384946;0.000467;1.933368,1,right,1,0,0.5371763642675461,0.045665325055474715,0.012000000000000021
34,0.7122315817534992,67.99374958369665,0.16102962274634028,179.62070218812156,0.00022802183229941875,0.06729280948638916,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.02275681495666504,right_arm_joint6,upper,0.001041412353515625,0.808683;1.214653;0.022757;1.276539;0.635580;0.533884;1.622322,0.006763;1.416442;1.496380;0.471712;0.361128;0.001041;1.986974,1,right,1,0,0.537357531449975,0.04210630894296045,0.012000000000000005
35,0.7123398649800302,67.18303220351574,0.15580481175492922,179.61329935085632,0.00022827729117125273,0.08873334527015686,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.023006677627563477,right_arm_joint1,lower,0.00016117095947265625,0.809155;1.214583;0.023007;1.276528;0.635190;0.533823;1.622666,0.000161;1.469371;1.437231;0.501076;0.330280;0.000592;2.113793,1,right,1,0,0.5372824899405882,0.039589829207182896,0.012000000000000005
36,0.7119912520538672,66.0118027826432,0.14978940323678439,178.06755594731618,0.0002290521515533328,0.107450932264328,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.023258209228515625,right_arm_joint6,upper,-2.002716064453125e-05,0.809630;1.214510;0.023258;1.276514;0.634800;0.533764;1.623008,-0.000002;1.517434;1.379787;0.528341;0.293152;-0.000020;2.234241,1,right,1,0,0.5362642267793426,0.036958831727560586,0.01199999999999999
37,0.7118554250697484,64.993748299577,0.15183276365774762,174.94892645414467,0.00022881373297423124,0.12326917797327042,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.023508548736572266,right_arm_joint6,upper,1.71661376953125e-05,0.810103;1.214440;0.023509;1.276504;0.634411;0.533703;1.623355,0.000050;1.546359;1.386079;0.539835;0.246711;0.000017;2.237845,1,right,1,0,0.5356337324754683,0.03947565270079639,0.01199999999999999
38,0.7119844543112884,64.34951063691126,0.15338460265979087,172.56747306873405,0.00022923096548765898,0.14419838786125183,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.023758888244628906,right_arm_joint1,lower,0.0001163482666015625,0.810578;1.214370;0.023759;1.276494;0.634021;0.533643;1.623705,0.000116;1.591389;1.397176;0.550510;0.222189;0.000137;2.234827,1,right,1,0,0.5363232060417823,0.0462664036342677,0.012000000000000018
39,0.7121814743156658,63.797840345943214,0.15474568974634315,170.01648954494777,0.00022931610874366015,0.19561253488063812,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.024008989334106445,right_arm_joint6,upper,7.486343383789062e-05,0.811052;1.214299;0.024009;1.276482;0.633630;0.533583;1.624052,0.000095;1.670286;1.419484;0.561267;0.226802;0.000075;2.202796,1,right,1,0,0.5374411825199262,0.05426169057608302,0.012000000000000002
40,0.7124312595469021,63.20691880113575,0.1534325350018668,166.42173134989417,0.0002296141319675371,0.3489099442958832,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.02425980567932129,right_arm_joint6,upper,-1.430511474609375e-06,0.811527;1.214228;0.024260;1.276470;0.633238;0.533522;1.624398,0.000027;1.756169;1.449417;0.557242;0.321014;-0.000001;2.039384,1,right,1,0,0.5382321384578801,0.06100385537855399,0.011999999999999986
41,0.7123861060157477,62.6417773693642,0.13422243009653856,173.930309335935,0.00022953750158194453,0.6224501729011536,0.0,0.2857142984867096,0,2,left_arm_joint3,upper,0.024510622024536133,right_arm_joint6,upper,-0.0001964569091796875,0.812002;1.214155;0.024511;1.276456;0.632847;0.533463;1.624741,0.000001;1.733525;1.443604;0.500465;0.448557;-0.000196;2.116341,1,right,1,0,0.53863646733676,0.06415348689276407,0.012000000000000009
42,0.7124848716249329,62.25874868691796,0.11565680635579996,175.68493559357697,0.00023046562273520976,0.6933797001838684,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.024762868881225586,right_arm_joint6,upper,3.6716461181640625e-05,0.812479;1.214080;0.024763;1.276441;0.632452;0.533403;1.625081,0.076971;1.651103;1.516961;0.438553;0.529981;0.000037;2.079148,1,right,1,0,0.5386370853064566,0.06423414875429959,0.012000000000000037
43,0.7123961254982789,61.96519677699647,0.10861115955397252,172.65682578989114,0.0002315640595043078,0.3912481665611267,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.025016307830810547,right_arm_joint6,upper,0.00021982192993164062,0.812958;1.214009;0.025016;1.276431;0.632057;0.533342;1.625432,0.159098;1.567372;1.607529;0.415116;0.558319;0.000220;2.010287,1,right,1,0,0.5384359728421393,0.06287498321679719,0.012000000000000005
44,0.712672287851264,61.61029879169487,0.10659684286021001,167.02253795777258,0.00023113831412047148,0.2631930112838745,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.025268077850341797,right_arm_joint6,upper,0.0013985633850097656,0.813436;1.213938;0.025268;1.276421;0.631665;0.533282;1.625787,0.240751;1.480927;1.689146;0.418763;0.538503;0.001399;1.963876,1,right,1,0,0.5384359777730551,0.061461322265519355,0.012
45,0.7134518261756323,61.08700214374892,0.1070746150054908,160.92063576854278,0.00023118939134292305,0.20883972942829132,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.02552032470703125,right_arm_joint6,upper,0.0016326904296875,0.813913;1.213866;0.025520;1.276409;0.631270;0.533222;1.626137,0.304548;1.398144;1.771539;0.411691;0.490382;0.001633;1.911676,1,right,1,0,0.5384359728421393,0.06077547393236829,0.012000000000000018
46,0.7146944517541425,60.695351042278126,0.11051283728337483,154.88779388115313,0.00023183652956504375,0.1717950701713562,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.02577376365661621,right_arm_joint6,upper,-4.76837158203125e-06,0.814392;1.213794;0.025774;1.276398;0.630875;0.533163;1.626490,0.369271;1.315365;1.858228;0.409062;0.429719;-0.000005;1.889475,1,right,1,0,0.5384359728421393,0.06046701138759514,0.012
47,0.7154745761244552,60.37679152799559,0.1200533343148096,148.26198083290615,0.0002321345527889207,0.1370031088590622,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.026027679443359375,right_arm_joint6,upper,-2.47955322265625e-05,0.814874;1.213724;0.026028;1.276392;0.630482;0.533103;1.626850,0.425142;1.229367;1.945239;0.428354;0.365029;-0.000025;1.889169,1,right,1,0,0.5384359777730551,0.05871823725264747,0.011999999999999981
48,0.7167217212690121,60.110523648265335,0.1399282315148288,140.2889568135911,0.0002328498085262254,0.10884476453065872,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.026282548904418945,right_arm_joint6,upper,0.00042438507080078125,0.815355;1.213653;0.026283;1.276384;0.630087;0.533044;1.627211,0.476187;1.142520;2.032094;0.484353;0.311467;0.000424;1.900625,1,right,1,0,0.5384359728421393,0.0572924135156006,0.011999999999999997
49,0.7175924966853363,60.057586614016,0.15967170390742008,132.9840250985172,0.0002322367363376543,0.08111309260129929,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.026536941528320312,right_arm_joint6,upper,0.0003523826599121094,0.815837;1.213581;0.026537;1.276374;0.629693;0.532984;1.627564,0.535575;1.055156;2.118519;0.535480;0.276685;0.000352;1.913148,1,right,1,0,0.5357634639354073,0.06272618961181667,0.011999999999999983
50,0.7179152094428215,60.17736415692444,0.17508763357134025,126.75670363683145,0.00023350545961875468,0.059958912432193756,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.026792049407958984,right_arm_joint6,upper,0.00022649765014648438,0.816319;1.213510;0.026792;1.276367;0.629297;0.532924;1.627927,0.590162;0.969287;2.200787;0.561045;0.254014;0.000226;1.926012,1,right,1,0,0.5306996339892952,0.07447805378497964,0.011999999999999972
51,0.7182390342073479,60.53878392316762,0.18558227764361676,122.0749235211966,0.00023307120136450976,0.044404055923223495,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.02704596519470215,right_arm_joint6,upper,7.390975952148438e-05,0.816803;1.213439;0.027046;1.276361;0.628901;0.532863;1.628287,0.635240;0.889047;2.264240;0.574317;0.239813;0.000074;1.943658,1,right,1,0,0.5259027010278283,0.08540860614868974,0.011999999999999995
52,0.7178877461197469,60.97470807440398,0.19172446621138237,118.2012389275654,0.00023376091849058867,0.0350947231054306,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.02730107307434082,right_arm_joint6,upper,8.487701416015625e-05,0.817284;1.213365;0.027301;1.276347;0.628502;0.532804;1.628641,0.672625;0.819862;2.301770;0.579958;0.232697;0.000085;1.965148,1,right,1,0,0.5213521931637471,0.09515243896861793,0.01200000000000001
53,0.7178292282319232,61.94273728218659,0.1951604376365934,114.6460174847721,0.0002333266456844285,0.02939099259674549,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.027554750442504883,right_arm_joint6,upper,0.00016736984252929688,0.817768;1.213292;0.027555;1.276336;0.628104;0.532744;1.628996,0.703937;0.759851;2.325907;0.581444;0.227794;0.000167;1.986451,1,right,1,0,0.517035276918165,0.10364641885002507,0.012000000000000012
54,0.718329166188957,62.689535546683395,0.19800772313382756,111.73975574588357,0.00023330961994361132,0.024242844432592392,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.027809858322143555,right_arm_joint6,upper,0.00023937225341796875,0.818250;1.213217;0.027810;1.276323;0.627706;0.532685;1.629345,0.729122;0.709232;2.341488;0.581421;0.223983;0.000239;2.005774,1,right,1,0,0.5129548830376727,0.11052922070828018,0.011999999999999997
55,0.7187725998505605,63.2147957885599,0.19887198168283074,109.93797073165193,0.00023452725145034492,0.021800298243761063,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.02806544303894043,right_arm_joint6,upper,0.0003409385681152344,0.818734;1.213144;0.028065;1.276312;0.627306;0.532625;1.629705,0.749989;0.665034;2.352023;0.581466;0.220914;0.000341;2.024738,1,right,1,0,0.5091339218983288,0.11584836414492107,0.011999999999999976
56,0.7194557296106392,63.69265619492678,0.19983361851991296,108.21070093693609,0.00023465498816221952,0.019627895206212997,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.028321266174316406,right_arm_joint6,upper,0.00040531158447265625,0.819218;1.213071;0.028321;1.276303;0.626906;0.532565;1.630064,0.767704;0.625295;2.358601;0.582070;0.218710;0.000405;2.043179,1,right,1,0,0.5056164857961011,0.11708337744522221,0.011999999999999988
57,0.7206208019370827,64.41913486356655,0.2003155088781771,106.84628594102819,0.00023497003712691367,0.01864492893218994,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.028577566146850586,right_arm_joint6,upper,0.00046539306640625,0.819704;1.212999;0.028578;1.276294;0.626507;0.532504;1.630427,0.783691;0.588225;2.363535;0.581972;0.216367;0.000465;2.060732,1,right,1,0,0.5024697905481171,0.1155026342823894,0.012000000000000014
58,0.721635631572236,64.92362069553964,0.20112450217688063,105.5468704205777,0.00023433992464561015,0.017094604671001434,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.028833866119384766,right_arm_joint6,upper,0.0004916191101074219,0.820190;1.212924;0.028834;1.276284;0.626108;0.532446;1.630783,0.797789;0.554132;2.366814;0.581702;0.214149;0.000492;2.077028,1,right,1,0,0.49979424934845085,0.11289518232678362,0.012000000000000025
59,0.7231900478083437,65.3194441888949,0.20198681750628003,104.67816819035696,0.00023566826712340117,0.015598314814269543,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.029090166091918945,right_arm_joint6,upper,0.0005145072937011719,0.820676;1.212851;0.029090;1.276273;0.625707;0.532385;1.631145,0.810020;0.522877;2.367845;0.580943;0.212810;0.000515;2.092497,1,right,1,0,0.4977702806241913,0.10986721222164403,0.012000000000000005
60,0.724295488332032,66.0899139528066,0.20154968840452364,104.11787418744508,0.00023590668570250273,0.015437178313732147,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.029346227645874023,right_arm_joint6,upper,0.0005636215209960938,0.821163;1.212778;0.029346;1.276264;0.625304;0.532326;1.631509,0.821000;0.493188;2.368010;0.581159;0.211358;0.000564;2.108135,1,right,1,0,0.4967547638607864,0.10671417094733986,0.011999999999999988
61,0.72585601822033,66.83153071737993,0.20102042548829432,103.7508833429676,0.00023618766863364726,0.015972726047039032,0.0,0.1428571492433548,0,1,left_arm_joint3,upper,0.029602766036987305,right_arm_joint6,upper,0.0006003379821777344,0.821650;1.212703;0.029603;1.276254;0.624901;0.532266;1.631870,0.831716;0.462680;2.366096;0.582400;0.211282;0.000600;2.125890,1,right,1,0,0.4966431258697428,0.10423028264657794,0.011999999999999983
